产品名称,发货前天数（实际）,发货前天数（计划）,每笔订单利润,销售额预测,每名客户销售额,装运状态,利润率,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 ID,订单日期,邮寄方式,销售额
"Green Bar 备忘录便条, 优质",3,1,169,518,396,延迟装运,43%,169,2016/5/26,中国,东北,长春,纸张,贺兰,0%,5,吉林,办公用品,公司,US-2016-1640388,2016/5/23,一级,396
"Avery 订书机, 回收",3,1,41,602,459,延迟装运,9%,41,2016/5/26,中国,东北,长春,装订机,贺兰,0%,2,吉林,办公用品,公司,US-2016-1640388,2016/5/23,一级,459
"Brother 无线传真机, 红色",3,1,317,"2,305","1,759",延迟装运,18%,317,2016/5/26,中国,东北,长春,复印机,贺兰,0%,1,吉林,技术,公司,US-2016-1640388,2016/5/23,一级,"1,759"
"Elite 修剪器, 锯齿状",4,6,18,"1,173",895,提前装运,2%,18,2016/5/27,中国,中南,湛江,用品,黄磊,0%,5,广东,办公用品,消费者,CN-2016-3189070,2016/5/23,标准级,895
"Fiskars 剪刀, 钢",4,6,38,414,316,提前装运,12%,38,2016/5/27,中国,中南,湛江,用品,黄磊,0%,3,广东,办公用品,消费者,CN-2016-3189070,2016/5/23,标准级,316
"Boston 荧光笔, 混合尺寸",4,6,-41,539,412,提前装运,-10%,-41,2016/5/27,中国,中南,湛江,美术,黄磊,20%,5,广东,办公用品,消费者,CN-2016-3189070,2016/5/23,标准级,412
"SAFCO 椅垫, 红色",4,6,31,329,251,提前装运,12%,31,2016/5/27,中国,中南,桂平,椅子,余晨,10%,1,广西,家具,消费者,US-2016-2877300,2016/5/23,标准级,251
"OIC 订书钉, 混合尺寸",5,6,-46,129,98,提前装运,-47%,-46,2016/5/28,中国,华北,通辽,系固件,邹涛,40%,4,内蒙古,办公用品,公司,US-2016-1925348,2016/5/23,标准级,98
"Safco 柜, 传统",1,1,"1,087","3,097","2,364",准时装运,46%,"1,087",2016/5/25,中国,华东,洛阳,书架,陈霖,0%,3,福建,家具,消费者,CN-2016-3279950,2016/5/24,一级,"2,364"
"松下 喷墨打印机, 白色",1,1,"2,869","11,393","8,694",准时装运,33%,"2,869",2016/5/25,中国,华东,洛阳,设备,陈霖,0%,6,福建,技术,消费者,CN-2016-3279950,2016/5/24,一级,"8,694"
"思科 信号增强器, 蓝色",3,1,85,"3,342","2,551",延迟装运,3%,85,2016/5/27,中国,华东,杭州,电话,付松,40%,6,浙江,技术,公司,CN-2016-1502527,2016/5/24,一级,"2,551"
"Memorex 记忆卡, 实惠",3,1,"-1,270","2,627","2,004",延迟装运,-63%,"-1,270",2016/5/27,中国,华东,杭州,配件,付松,40%,7,浙江,技术,公司,CN-2016-1502527,2016/5/24,一级,"2,004"
"Eldon 文件车, 蓝色",4,3,"1,252","5,475","4,178",延迟装运,30%,"1,252",2016/5/28,中国,华东,宿州,收纳具,李蔓楚,0%,7,安徽,办公用品,小型企业,CN-2016-1346492,2016/5/24,二级,"4,178"
"Fellowes 文件夹, 单宽度",4,3,172,646,493,延迟装运,35%,172,2016/5/28,中国,华东,宿州,收纳具,李蔓楚,0%,4,安徽,办公用品,小型企业,CN-2016-1346492,2016/5/24,二级,493
"Cardinal 装订机盖, 透明",4,3,90,350,267,延迟装运,34%,90,2016/5/28,中国,华东,宿州,装订机,李蔓楚,0%,5,安徽,办公用品,小型企业,CN-2016-1346492,2016/5/24,二级,267
"Ibico 装订机盖, 透明",4,3,41,321,245,延迟装运,17%,41,2016/5/28,中国,华东,宿州,装订机,李蔓楚,0%,4,安徽,办公用品,小型企业,CN-2016-1346492,2016/5/24,二级,245
"Binney & Smith 记号笔, 金属",4,6,38,496,379,提前装运,10%,38,2016/5/28,中国,东北,龙江,美术,卢欢悦,20%,4,黑龙江,办公用品,小型企业,CN-2016-2069532,2016/5/24,标准级,379
"Tenex 灯泡, 一包多件",4,6,-64,279,213,提前装运,-30%,-64,2016/5/28,中国,中南,武汉,用具,徐安,40%,4,湖北,家具,消费者,CN-2016-3064620,2016/5/24,标准级,213
"Brother 传真复印机, 每套两件",4,3,"1,563","8,197","6,255",延迟装运,25%,"1,563",2016/5/28,中国,华东,宿州,复印机,李蔓楚,0%,7,安徽,技术,小型企业,CN-2016-1346492,2016/5/24,二级,"6,255"
"Advantus 图钉, 每包 12 个",5,3,-22,143,109,延迟装运,-20%,-22,2016/5/29,中国,华东,嘉兴,系固件,潘荷,40%,3,浙江,办公用品,小型企业,US-2016-4940133,2016/5/24,二级,109
"Green Bar 笔记本, 回收",5,3,83,"1,090",832,延迟装运,10%,83,2016/5/29,中国,西南,重庆,纸张,程德,0%,6,重庆,办公用品,小型企业,CN-2016-1435617,2016/5/24,二级,832
"Boston 荧光笔, 蓝色",5,3,301,"1,039",793,延迟装运,38%,301,2016/5/29,中国,西南,重庆,美术,程德,0%,9,重庆,办公用品,小型企业,CN-2016-1435617,2016/5/24,二级,793
"Novimex 可去除的标签, 红色",5,6,57,178,136,提前装运,42%,57,2016/5/29,中国,华东,杭州,标签,熊光,0%,3,浙江,办公用品,小型企业,CN-2016-1608087,2016/5/24,标准级,136
"Ibico 打孔机, 透明",5,6,-43,549,419,提前装运,-10%,-43,2016/5/29,中国,华东,杭州,装订机,熊光,40%,5,浙江,办公用品,小型企业,CN-2016-1608087,2016/5/24,标准级,419
"思科 耳机, 整包",5,3,-149,974,744,延迟装运,-20%,-149,2016/5/29,中国,华东,嘉兴,电话,潘荷,40%,3,浙江,技术,小型企业,US-2016-4940133,2016/5/24,二级,744
"松下 电话, 多色",5,6,-475,934,713,提前装运,-67%,-475,2016/5/29,中国,华东,杭州,设备,熊光,40%,3,浙江,技术,小型企业,CN-2016-1608087,2016/5/24,标准级,713
"OIC 图钉, 金属",6,6,-3,52,40,准时装运,-9%,-3,2016/5/30,中国,华北,呼和浩特,系固件,郝涛,40%,1,内蒙古,办公用品,公司,CN-2016-2484493,2016/5/24,标准级,40
"施乐 信纸, 多色",6,6,312,851,649,准时装运,48%,312,2016/5/30,中国,华北,呼和浩特,纸张,郝涛,0%,3,内蒙古,办公用品,公司,CN-2016-2484493,2016/5/24,标准级,649
"摩托罗拉 音频基座, 全尺寸",6,6,-130,"1,282",978,准时装运,-13%,-130,2016/5/30,中国,华北,呼和浩特,电话,郝涛,40%,2,内蒙古,技术,公司,CN-2016-2484493,2016/5/24,标准级,978
"Fellowes 盘, 单宽度",7,6,19,351,268,延迟装运,7%,19,2016/5/31,中国,华东,临沂,收纳具,邱丽雪,0%,1,山东,办公用品,公司,CN-2016-4980108,2016/5/24,标准级,268
"Memorex 键区, 回收",7,6,120,"1,315","1,004",延迟装运,12%,120,2016/5/31,中国,华东,临沂,配件,邱丽雪,0%,5,山东,技术,公司,CN-2016-4980108,2016/5/24,标准级,"1,004"
"Binney & Smith 速写本, 整包",2,3,-24,228,174,提前装运,-14%,-24,2016/5/27,中国,中南,冷水江,美术,邱栋,20%,1,湖南,办公用品,消费者,US-2016-2877300,2016/5/25,二级,174
"OIC 橡皮筋, 整包",3,3,54,418,319,准时装运,17%,54,2016/5/28,中国,中南,长沙,系固件,苏姝,0%,4,湖南,办公用品,小型企业,CN-2016-1738807,2016/5/25,二级,319
"Jiffy 商业信封, 回收",3,1,96,451,344,延迟装运,28%,96,2016/5/28,中国,华东,浦阳,信封,巩辉,0%,5,浙江,办公用品,消费者,CN-2016-4347413,2016/5/25,一级,344
"夏普 无线传真机, 红色",3,1,496,"2,166","1,653",延迟装运,30%,496,2016/5/28,中国,东北,大庆,复印机,楚松,0%,1,黑龙江,技术,消费者,CN-2016-3769666,2016/5/25,一级,"1,653"
"诺基亚 信号增强器, 蓝色",3,1,32,835,637,延迟装运,5%,32,2016/5/28,中国,东北,大庆,电话,楚松,0%,1,黑龙江,技术,消费者,CN-2016-3769666,2016/5/25,一级,637
"Ames 外皮和封条, 每套 50 个",4,6,26,229,174,提前装运,15%,26,2016/5/30,中国,华东,济南,信封,邱梦,0%,2,山东,办公用品,消费者,US-2016-1815663,2016/5/26,标准级,174
"Enermax 信纸, 每包 12 个",4,6,150,940,717,提前装运,21%,150,2016/5/30,中国,华东,济南,纸张,邱梦,0%,3,山东,办公用品,消费者,US-2016-1815663,2016/5/26,标准级,717
"Stockwell 图钉, 整包",1,1,107,402,307,准时装运,35%,107,2016/5/28,中国,中南,岳阳,系固件,潘涛,0%,5,湖南,办公用品,公司,CN-2016-3210061,2016/5/27,一级,307
"Fiskars 剪刀, 工业",2,3,79,455,347,提前装运,23%,79,2016/5/29,中国,中南,钦州,用品,丁妮,0%,3,广西,办公用品,公司,CN-2016-5616321,2016/5/27,二级,347
"Stockwell 图钉, 金属",2,3,15,83,64,提前装运,24%,15,2016/5/29,中国,华北,顺义,系固件,陈惠英,0%,1,北京,办公用品,小型企业,CN-2016-3230180,2016/5/27,二级,64
"Harbour Creations 凳子, 红色",2,3,504,"3,304","2,522",提前装运,20%,504,2016/5/29,中国,华北,顺义,椅子,陈惠英,0%,3,北京,家具,小型企业,CN-2016-3230180,2016/5/27,二级,"2,522"
"Hamilton Beach 微波炉, 红色",3,3,395,"3,455","2,637",准时装运,15%,395,2016/5/30,中国,中南,开封,器具,沈虢,0%,2,河南,办公用品,消费者,CN-2016-4037167,2016/5/27,二级,"2,637"
"Eaton 计划信息表, 每包 12 个",3,3,11,302,231,准时装运,5%,11,2016/5/30,中国,中南,开封,纸张,沈虢,0%,2,河南,办公用品,消费者,CN-2016-4037167,2016/5/27,二级,231
"KitchenAid 咖啡研磨机, 银色",3,3,46,436,332,准时装运,14%,46,2016/5/30,中国,华东,淮南,器具,郝廉,0%,1,安徽,办公用品,消费者,CN-2016-5264054,2016/5/27,二级,332
"罗技 鼠标, 可编程",3,3,207,753,575,准时装运,36%,207,2016/5/30,中国,中南,开封,配件,沈虢,0%,4,河南,技术,消费者,CN-2016-4037167,2016/5/27,二级,575
"Eldon 文件车, 工业",4,6,263,"3,140","2,396",提前装运,11%,263,2016/5/31,中国,华东,南昌,收纳具,余德,0%,4,江西,办公用品,小型企业,CN-2016-4957098,2016/5/27,标准级,"2,396"
"Rogers 锁柜, 工业",4,6,"1,039","3,891","2,969",提前装运,35%,"1,039",2016/5/31,中国,中南,浯溪,收纳具,廖保,0%,3,湖南,办公用品,消费者,CN-2016-3438839,2016/5/27,标准级,"2,969"
"施乐 令, 每包 12 个",4,6,40,186,142,提前装运,28%,40,2016/5/31,中国,中南,浯溪,纸张,廖保,0%,1,湖南,办公用品,消费者,CN-2016-3438839,2016/5/27,标准级,142
"Harbour Creations 沙滩椅, 黑色",5,6,-398,"1,303",994,提前装运,-40%,-398,2016/6/1,中国,中南,武穴,椅子,冯娜,40%,6,湖北,家具,公司,US-2016-4318875,2016/5/27,标准级,994
"Enermax 信纸, 回收",2,3,28,287,219,提前装运,13%,28,2016/5/31,中国,中南,揭阳,纸张,贺鹏,0%,1,广东,办公用品,小型企业,CN-2016-4688195,2016/5/29,二级,219
"Ibico 打孔机, 透明",2,3,331,"1,280",977,提前装运,34%,331,2016/5/31,中国,东北,牡丹江,装订机,徐谙,0%,7,黑龙江,办公用品,消费者,CN-2016-3021319,2016/5/29,二级,977
"苹果 音频基座, 蓝色",3,1,-281,"5,511","4,206",延迟装运,-7%,-281,2016/6/1,中国,中南,孝感,电话,佘虢,40%,9,湖北,技术,公司,US-2016-1120887,2016/5/29,一级,"4,206"
"Kraft 商业信封, 红色",6,6,46,611,466,准时装运,10%,46,2016/6/4,中国,中南,东莞,信封,曹柏,0%,5,广东,办公用品,小型企业,CN-2016-5579979,2016/5/29,标准级,466
"Rubvermaid 分层置放架, 优质",6,6,24,145,111,准时装运,22%,24,2016/6/4,中国,中南,东莞,用具,曹柏,0%,1,广东,家具,小型企业,CN-2016-5579979,2016/5/29,标准级,111
"摩托罗拉 充电器, 蓝色",6,6,"1,649","19,651","14,996",准时装运,11%,"1,649",2016/6/4,中国,东北,七台河,电话,侯虹,0%,5,黑龙江,技术,公司,CN-2016-5763224,2016/5/29,标准级,"14,996"
"GlobeWeis 外皮和封条, 每套 50 个",7,6,35,785,599,延迟装运,6%,35,2016/6/5,中国,中南,汕头,信封,蔡晨,0%,6,广东,办公用品,消费者,CN-2016-4080706,2016/5/29,标准级,599
"Rubvermaid 灯泡, 黑色",3,1,66,576,440,延迟装运,15%,66,2016/6/2,中国,华北,唐山,用具,孙辉,0%,5,河北,家具,小型企业,CN-2016-5616321,2016/5/30,一级,440
"Sanford 画布, 金属",4,6,28,"1,013",773,提前装运,4%,28,2016/6/3,中国,华东,颍上城关镇,美术,夏明媚,20%,4,安徽,办公用品,公司,CN-2016-4836537,2016/5/30,标准级,773
"Green Bar 笔记本, 优质",4,6,400,"1,093",834,提前装运,48%,400,2016/6/3,中国,东北,吉林市,纸张,卢淑芳,0%,6,吉林,办公用品,消费者,CN-2016-5822232,2016/5/30,标准级,834
"Cuisinart 咖啡研磨机, 银色",5,6,25,481,367,提前装运,7%,25,2016/6/4,中国,华北,天津,器具,程聪,0%,2,天津,办公用品,消费者,CN-2016-3690158,2016/5/30,标准级,367
"Harbour Creations 运输标签, 耐用",5,6,53,145,111,提前装运,48%,53,2016/6/4,中国,华北,天津,标签,程聪,0%,2,天津,办公用品,消费者,CN-2016-3690158,2016/5/30,标准级,111
"Deflect-O 门挡, 一包多件",5,6,373,"1,884","1,438",提前装运,26%,373,2016/6/4,中国,中南,涟源,用具,邵伟,0%,7,湖南,家具,公司,CN-2016-3103245,2016/5/30,标准级,"1,438"
"Bush 书库, 金属",5,6,136,"2,225","1,698",提前装运,8%,136,2016/6/4,中国,华北,天津,书架,程聪,0%,1,天津,家具,消费者,CN-2016-3690158,2016/5/30,标准级,"1,698"
"Advantus 灯泡, 一包多件",5,6,94,615,470,提前装运,20%,94,2016/6/4,中国,华北,天津,用具,程聪,0%,5,天津,家具,消费者,CN-2016-3690158,2016/5/30,标准级,470
"Chromcraft 会议桌, 黑色",5,6,"-2,118","6,404","4,887",提前装运,-43%,"-2,118",2016/6/4,中国,西北,石嘴山,桌子,武廷,40%,2,宁夏,家具,消费者,CN-2016-2969769,2016/5/30,标准级,"4,887"
"爱普生 卡片打印机, 红色",5,6,631,"5,518","4,211",提前装运,15%,631,2016/6/4,中国,中南,宜昌,设备,贺婵,40%,9,湖北,技术,消费者,CN-2016-4225447,2016/5/30,标准级,"4,211"
"思科 智能手机, 整包",5,6,646,"4,237","3,233",提前装运,20%,646,2016/6/4,中国,西北,石嘴山,电话,武廷,0%,5,宁夏,技术,消费者,CN-2016-2969769,2016/5/30,标准级,"3,233"
"Hamilton Beach 冰箱, 白色",6,6,"1,023","6,094","4,651",准时装运,22%,"1,023",2016/6/5,中国,中南,汕头,器具,陶巧,0%,2,广东,办公用品,消费者,CN-2016-3138910,2016/5/30,标准级,"4,651"
"KitchenAid 搅拌机, 黑色",2,3,550,"1,803","1,376",提前装运,40%,550,2016/6/2,中国,中南,汕头,器具,万兰,0%,3,广东,办公用品,消费者,CN-2016-2975416,2016/5/31,二级,"1,376"
"Smead 文件夹, 蓝色",2,3,167,535,408,提前装运,41%,167,2016/6/2,中国,华东,夏镇,收纳具,贾芳茵,0%,5,山东,办公用品,消费者,CN-2016-2642546,2016/5/31,二级,408
"Hoover 冰箱, 黑色",4,3,368,"3,215","2,453",延迟装运,15%,368,2016/6/4,中国,华东,青岛,器具,彭伟,0%,1,山东,办公用品,小型企业,CN-2016-3865865,2016/5/31,二级,"2,453"
"Kraft 邮寄品, 红色",4,6,553,"2,015","1,538",提前装运,36%,553,2016/6/4,中国,东北,哈尔滨,信封,陶博,0%,8,黑龙江,办公用品,消费者,CN-2016-5385461,2016/5/31,标准级,"1,538"
"Breville 咖啡研磨机, 红色",4,6,-347,"1,362","1,039",提前装运,-33%,-347,2016/6/4,中国,东北,瓦房店,器具,麦忠,40%,6,辽宁,办公用品,消费者,US-2016-3900153,2016/5/31,标准级,"1,039"
"Kleencut 剪刀, 工业",4,6,20,175,134,提前装运,15%,20,2016/6/4,中国,东北,瓦房店,用品,麦忠,40%,2,辽宁,办公用品,消费者,US-2016-3900153,2016/5/31,标准级,134
"诺基亚 办公室电话机, 全尺寸",4,3,288,"1,219",930,延迟装运,31%,288,2016/6/4,中国,华东,青岛,电话,彭伟,0%,3,山东,技术,小型企业,CN-2016-3865865,2016/5/31,二级,930
"Novimex 文件夹标签, 耐用",5,6,5,53,40,提前装运,13%,5,2016/6/5,中国,中南,宜城,标签,苏晒明,0%,1,湖北,办公用品,消费者,US-2016-5480180,2016/5/31,标准级,40
"BIC 钢笔, 金属",5,6,-47,38,29,提前装运,-161%,-47,2016/6/5,中国,中南,宜城,美术,苏晒明,80%,2,湖北,办公用品,消费者,US-2016-5480180,2016/5/31,标准级,29
"Stanley 荧光笔, 整包",5,6,-105,37,28,提前装运,-376%,-105,2016/6/5,中国,中南,宜城,美术,苏晒明,80%,2,湖北,办公用品,消费者,US-2016-5480180,2016/5/31,标准级,28
"摩托罗拉 耳机, 蓝色",5,6,-138,293,223,提前装运,-62%,-138,2016/6/5,中国,中南,宜城,电话,苏晒明,40%,1,湖北,技术,消费者,US-2016-5480180,2016/5/31,标准级,223
"Advantus 框架, 黑色",6,6,"1,778","4,757","3,630",准时装运,49%,"1,778",2016/6/6,中国,华东,南昌,用具,薛梦,0%,7,江西,家具,消费者,CN-2016-5631342,2016/5/31,标准级,"3,630"
"三星 耳机, 混合尺寸",6,6,234,"2,790","2,129",准时装运,11%,234,2016/6/6,中国,华北,阳泉,电话,戴康,0%,6,山西,技术,消费者,CN-2016-3374395,2016/5/31,标准级,"2,129"
"KitchenAid 烤面包机, 黑色",1,1,692,"2,591","1,978",准时装运,35%,692,2016/6/4,中国,中南,石龙,器具,巩安,0%,5,广东,办公用品,小型企业,CN-2016-4075862,2016/6/3,一级,"1,978"
"Avery 有色标签, 白色",3,1,62,163,124,延迟装运,50%,62,2016/6/6,中国,华东,大同,标签,黄磊,0%,2,安徽,办公用品,消费者,CN-2016-2607133,2016/6/3,一级,124
"Tenex 文件车, 金属",3,3,398,"1,629","1,243",准时装运,32%,398,2016/6/6,中国,华东,潍坊,收纳具,巩光,0%,2,山东,办公用品,消费者,US-2016-2844736,2016/6/3,二级,"1,243"
"SAFCO 椅垫, 黑色",3,3,407,"1,404","1,071",准时装运,38%,407,2016/6/6,中国,华东,潍坊,椅子,巩光,0%,4,山东,家具,消费者,US-2016-2844736,2016/6/3,二级,"1,071"
"Enermax 鼠标, 实惠",3,1,141,739,564,延迟装运,25%,141,2016/6/6,中国,华东,大同,配件,黄磊,0%,3,安徽,技术,消费者,CN-2016-2607133,2016/6/3,一级,564
"KitchenAid 微波炉, 银色",4,6,-523,"4,565","3,484",提前装运,-15%,-523,2016/6/7,中国,华东,徐州,器具,刘婵,40%,4,江苏,办公用品,消费者,US-2016-3694355,2016/6/3,标准级,"3,484"
"Office Star 摇椅, 每套两件",5,3,120,"5,253","4,008",延迟装运,3%,120,2016/6/8,中国,西南,重庆,椅子,田谙,0%,6,重庆,家具,消费者,CN-2016-3865865,2016/6/3,二级,"4,008"
"Wilson Jones 标签, 实惠",7,6,24,79,60,延迟装运,40%,24,2016/6/10,中国,中南,深圳,装订机,薛娇,0%,2,广东,办公用品,消费者,CN-2016-4078386,2016/6/3,标准级,60
"SanDisk 路由器, 实惠",7,6,179,"4,703","3,589",延迟装运,5%,179,2016/6/10,中国,中南,深圳,配件,薛娇,0%,3,广东,技术,消费者,CN-2016-4078386,2016/6/3,标准级,"3,589"
"Rogers 盘, 蓝色",2,3,302,"1,132",864,提前装运,35%,302,2016/6/6,中国,华东,上海,收纳具,康丽,0%,3,上海,办公用品,消费者,CN-2016-5278404,2016/6/4,二级,864
"Tenex 文件夹, 蓝色",2,3,181,"1,136",867,提前装运,21%,181,2016/6/6,中国,华东,上海,收纳具,康丽,0%,8,上海,办公用品,消费者,CN-2016-5278404,2016/6/4,二级,867
"柯尼卡 卡片打印机, 耐用",2,3,147,"3,216","2,454",提前装运,6%,147,2016/6/6,中国,华东,上海,设备,康丽,0%,3,上海,技术,消费者,CN-2016-5278404,2016/6/4,二级,"2,454"
"Breville 咖啡研磨机, 白色",3,1,431,"2,568","1,960",延迟装运,22%,431,2016/6/7,中国,华东,青岛,器具,潘锦,0%,7,山东,办公用品,消费者,CN-2016-2823186,2016/6/4,一级,"1,960"
"Smead 搁板, 蓝色",3,1,196,598,457,延迟装运,43%,196,2016/6/7,中国,华东,温岭,收纳具,程欢悦,0%,2,浙江,办公用品,消费者,CN-2016-3284718,2016/6/4,一级,457
"Wilson Jones 孔加固材料, 实惠",3,1,20,111,85,延迟装运,24%,20,2016/6/7,中国,华东,青岛,装订机,潘锦,0%,4,山东,办公用品,消费者,CN-2016-2823186,2016/6/4,一级,85
"Accos 按钉, 金属",3,1,-11,161,123,延迟装运,-9%,-11,2016/6/7,中国,西南,德阳,系固件,钱崆,40%,3,四川,办公用品,消费者,CN-2016-5477816,2016/6/4,一级,123
"宜家 书库, 金属",3,1,"-1,863","6,657","5,080",延迟装运,-37%,"-1,863",2016/6/7,中国,西南,德阳,书架,钱崆,40%,5,四川,家具,消费者,CN-2016-5477816,2016/6/4,一级,"5,080"
"Harbour Creations 椅垫, 可调",3,1,83,"1,093",834,延迟装运,10%,83,2016/6/7,中国,西南,德阳,椅子,钱崆,40%,4,四川,家具,消费者,CN-2016-5477816,2016/6/4,一级,834
"Memorex 键区, 实惠",3,1,-203,664,506,延迟装运,-40%,-203,2016/6/7,中国,西南,德阳,配件,钱崆,40%,4,四川,技术,消费者,CN-2016-5477816,2016/6/4,一级,506
"Ibico 装订机, 透明",4,6,25,183,139,提前装运,18%,25,2016/6/8,中国,华东,南昌,装订机,毛庆缘,0%,2,江西,办公用品,公司,CN-2016-1244124,2016/6/4,标准级,139
"Avery 文件夹标签, 红色",6,6,53,164,125,准时装运,42%,53,2016/6/10,中国,东北,沈阳,标签,邱谦,0%,3,辽宁,办公用品,公司,CN-2016-2477297,2016/6/4,标准级,125
"OIC 回形针, 金属",6,6,-73,214,163,准时装运,-45%,-73,2016/6/10,中国,东北,沈阳,系固件,邱谦,40%,4,辽宁,办公用品,公司,CN-2016-2477297,2016/6/4,标准级,163
"贝尔金 键区, 实惠",6,6,283,"1,766","1,348",准时装运,21%,283,2016/6/10,中国,华东,淮南,配件,徐婵,0%,5,安徽,技术,小型企业,CN-2016-2936253,2016/6/4,标准级,"1,348"
"佳能 个人复印机, 彩色",6,6,625,"2,645","2,019",准时装运,31%,625,2016/6/10,中国,华东,禹城,复印机,柯丽,0%,3,山东,技术,消费者,CN-2016-1166331,2016/6/4,标准级,"2,019"
"Brother 传真复印机, 彩色",2,1,"1,026","3,539","2,701",延迟装运,38%,"1,026",2016/6/7,中国,中南,信阳,复印机,巩达侠,0%,3,河南,技术,消费者,CN-2016-1122727,2016/6/5,一级,"2,701"
